90 0
0 1 1.4084843194174683
0 2 1.293125163544559
0 3 1.2731248920102092
0 4 1.3387855070898833
0 5 1.4060535816555044
0 6 1.3749121083674962
0 7 1.269991610315446
0 8 1.2805877497470697
0 9 1.279529910661774
0 10 1.3175259086589253
0 11 1.3411711271890396
0 12 1.1583630253539736
0 13 1.3747256043401617
0 14 1.3094442198472587
0 15 1.2884421334536968
0 16 1.2532193422543616
0 17 1.4483836272506252
0 18 1.3583064207682494
0 19 1.3457963574335614
0 20 1.3838324430917064
0 21 1.2985633330939728
0 22 1.274474890605809
0 23 1.280750809374892
0 24 1.3305536349952012
0 25 1.3793027668910014
0 26 1.2825725507692576
0 27 1.4009174530171788
0 28 1.3130956531446007
0 29 1.3742390683429169
0 30 1.3567389497036846
0 31 1.333316762672714
0 32 1.2660316895159036
0 33 1.3684769874389777
0 34 1.5056138665044174
0 35 1.2329230285179051
0 36 1.2324663030226515
0 37 1.2961921385306407
0 38 1.2935312377817276
0 39 1.3569287537922543
0 40 1.3499534752930054
0 41 1.3920646298579777
0 42 1.3484314085209301
0 43 1.342685289414343
0 44 1.3983962076029943
0 45 1.37909957040115
0 46 1.3917606082419665
0 47 1.3449095294822362
0 48 1.3213617374870357
0 49 1.3442869372213884
0 50 1.3287155571206177
0 51 1.29262860744661
0 52 1.3245355998191437
0 53 1.3185785144946758
0 54 1.2008588112158929
0 55 1.3987442509419519
0 56 1.3356200813795873
0 57 1.336802934762463
0 58 1.2372428225578864
0 59 1.3091841680643124
0 60 1.1965503264537345
0 61 1.2689334165144512
0 62 1.3640979868306842
0 63 1.2741937978091287
0 64 1.4152123329020105
0 65 1.3299608903547042
0 66 1.2877760800108784
0 67 1.329846256193886
0 68 1.346913036598503
0 69 1.3067472771510165
0 70 1.3527696276923749
0 71 1.3369122938461158
0 72 1.312534884315738
0 73 1.4182744039498105
0 74 1.352849886631752
0 75 1.3274617891605702
0 76 1.3731572562960184
0 77 1.4252448834503193
0 78 1.3589203874764157
0 79 1.307980955068137
0 80 1.3738419269147442
0 81 1.3689700551268211
0 82 1.2837634593117027
0 83 1.2414343565985984
0 84 1.4844942795518712
0 85 1.3454468305767222
0 86 1.330362882433407
0 87 1.323449121372117
0 88 1.2768032980718578
0 89 1.4080110692162606
1 2 1.2375475886856104
1 3 1.28136402033404
1 4 1.2412892871866879
1 5 1.3983862649646617
