100 0
0 1 1.1668408864485826
0 2 1.3738630058275123
0 3 1.2963114090760584
0 4 1.2196604065438021
0 5 1.4742287150598248
0 6 1.327141129794459
0 7 1.244358813051327
0 8 1.1737328325877097
0 9 1.2424970106445279
0 10 1.4254389310284883
0 11 1.3489791136162992
0 12 1.3456066278207008
0 13 1.262558645306518
0 14 1.1649736740618155
0 15 1.2779236220978827
0 16 1.2549508765028656
0 17 1.2887227951866957
0 18 1.3129135468581632
0 19 1.1874997042737903
0 20 1.3457256009804996
0 21 1.3199011441460804
0 22 1.289879335957342
0 23 1.339408307319319
0 24 1.365333136990348
0 25 1.1972291466088505
0 26 1.295265399963868
0 27 1.2071718487114833
0 28 1.2919230685115357
0 29 1.2661857039625697
0 30 1.247798721680822
0 31 1.2066605132947288
0 32 1.2959126192244255
0 33 1.3173054293243394
0 34 1.2425798283861698
0 35 1.2042371368138667
0 36 1.3767848169181571
0 37 1.0659745784299484
0 38 1.2598825327358008
0 39 1.2048886955217497
0 40 1.254033647375221
0 41 1.2649967012013439
0 42 1.2980462887790833
0 43 1.2062308173677312
0 44 1.295731343963686
0 45 1.254785339691475
0 46 1.3193782909312755
0 47 1.2064267955759522
0 48 1.2418911554147773
0 49 1.210442283867461
0 50 1.322894841199222
0 51 1.2616407058311365
0 52 1.1718609842760799
0 53 1.350382151777897
0 54 1.3497678659861774
0 55 1.3686734764714097
0 56 1.3018923761079584
0 57 1.2360337004568123
0 58 1.2708619553959384
0 59 1.4128969274821663
0 60 1.3410717998821793
0 61 1.3817360510550423
0 62 1.230397565905115
0 63 1.2667736069019293
0 64 1.252462126270658
0 65 1.2716496691228907
0 66 1.2442976941889634
0 67 1.307252994712112
0 68 1.2726940528590358
0 69 1.2394490392706587
0 70 1.352321161021609
0 71 1.2656143519349605
0 72 1.3306798410613898
0 73 1.201103599052402
0 74 1.328534725012597
0 75 1.3067114189656812
0 76 1.036834945944309
0 77 1.3067025188890284
0 78 1.3955224045508792
0 79 1.327989565394207
0 80 1.3735666474239179
0 81 1.2788771145129056
0 82 1.218529059484327
0 83 1.3875445567408018
0 84 1.220638354743409
0 85 1.2095338891172664
0 86 1.2476849792592022
0 87 1.2091848467270674
0 88 1.3489321749634462
0 89 1.2715231357750179
0 90 1.3147262000506723
0 91 1.2620780553285256
0 92 1.27222133387093
0 93 1.3220400412765358
0 94 1.2929124319469805
0 95 1.2578489424902441
0 96 1.2531520785955628
0 97 1.2742653245700364
0 98 1.3779772775529169
0 99 1.3709244115710988
1 2 1.490959485616218
1 3 1.4488609744870653
1 4 1.5214965321530154
1 5 1.4593801230189603
1 6 1.3218838531406254
1 7 1.4313904254412375
1 8 1.3583704150716285
1 9 1.343184416723459
1 10 1.4497591467937523
1 11 1.6183155787465633
1 12 1.39191988314336
1 13 1.356442823395426
1 14 1.2486068839806461
1 15 1.1681560762455325
1 16 1.409458440872384
1 17 1.355282825007135
1 18 1.3399977831561387
1 19 1.3286791772805435
1 20 1.3092003239556131
1 21 1.2759866137336555
1 22 1.373822941224554
1 23 1.3017882859142833
1 24 1.4899214307103208
1 25 1.2795615455747356
1 26 1.3007197163475586
1 27 1.1995640454826655
1 28 1.3722189700195826
1 29 1.369363519799594
1 30 1.414571127500527
1 31 1.2758859637147322
1 32 1.289788034342867
1 33 1.4627444097807065
1 34 1.351086747464382
1 35 1.3234782119465478
1 36 1.4127874076206475
1 37 0.9786761484054818
1 38 1.308011352327988
1 39 1.3219518834835373
1 40 1.3690407130627635
1 41 1.2918546388647953
1 42 1.4306164651032007
1 43 1.1029102913790323
1 44 1.433449219694556
1 45 1.5198155164054592
1 46 1.3944364588969895
1 47 1.3031815361909345
1 48 1.2428877592907592
1 49 1.2101410027745167
1 50 1.3178092674839512
1 51 1.313691078451104
1 52 1.3273788253743046
1 53 1.2947744140269912
1 54 1.2735467108278637
1 55 1.4200091417327665
1 56 1.402939143754253
1 57 1.2982974460715326
1 58 1.3890554573831004
1 59 1.4176736688366303
1 60 1.2973239838392459
1 61 1.4987318825200955
1 62 1.3559907025362277
1 63 1.384592488450579
1 64 1.280848229055313
1 65 1.3195527835636134
1 66 1.2900147622638236
1 67 1.389408193242223
1 68 1.3244250626699312
1 69 1.4127777656492726
1 70 1.3426289822712951
1 71 1.1645298370567552
1 72 1.2999250375222517
1 73 1.3310243940285955
1 74 1.4197563265899336
1 75 1.4301597022820642
1 76 1.204420186315941
1 77 1.3677561840139496
1 78 1.4347682459589208
1 79 1.4155525359661458
1 80 1.6057416077419133
1 81 1.238941556624821
1 82 1.462028454405794
1 83 1.3653230716909677
1 84 1.34441955294522
1 85 1.2578818705508792
1 86 1.428801346812012
1 87 1.3333640220273244
1 88 1.4789155917747547
1 89 1.3746544568637133
1 90 1.3733260466231192
1 91 1.4465918686466743
1 92 1.4230670386779671
1 93 1.3829190609202182
1 94 1.4433500394058374
1 95 1.2997489659393562
1 96 1.3414846573399626
1 97 1.1881633222364627
1 98 1.3143058942388484
1 99 1.337325997389278
2 3 1.2680934841140166
2 4 1.3502236748493082
2 5 1.4759032257618225
2 6 1.1768395444680972
2 7 1.1438977166988011
2 8 1.0833806859710622
2 9 1.1707339047586234
2 10 1.409479528811552
2 11 1.2706870041254852
2 12 1.3633507056583567
2 13 1.187971535753591
2 14 1.2137686806461563
2 15 1.2860215308369265
2 16 1.4095227925773637
2 17 1.1876936764939467
2 18 1.3289135845274191
2 19 1.1781566098510494
2 20 1.3495309708057965
2 21 1.3320040620272329
2 22 1.1646615331463437
2 23 1.3080460933161422
2 24 1.2567363565986882
2 25 1.3001502705594623
2 26 1.2168583244135758
2 27 1.0970300077988333
2 28 1.2491306665002289
2 29 1.2186112801289277
2 30 1.14978844504126
2 31 1.202614556500715
2 32 1.1383454891732996
2 33 1.4133280189130855
2 34 1.174414943066648
2 35 1.1911767685727728
2 36 1.3635767950472213
2 37 1.307799901182603
2 38 1.3850318882347972
2 39 1.240551515550243
2 40 1.241083979151233
2 41 1.2608290150984873
2 42 1.207743567960313
2 43 1.2762988458390043
2 44 1.3039377189405499
2 45 1.3234154019233324
2 46 1.3658172139323075
2 47 1.338277646421899
2 48 1.2441112755174588
2 49 1.2837691051215243
2 50 1.2924989657089367
2 51 1.3376236690600949
2 52 1.2829463429362258
2 53 1.2212504785435465
2 54 1.3177134768759453
2 55 1.399745512792445
2 56 1.2740084178828495
2 57 1.2798298063164193
2 58 1.2796194134122634
2 59 1.2963591521779507
2 60 1.2423019136983466
2 61 1.3498723680903888
2 62 1.2578922026999577
2 63 1.3560716836592708
2 64 1.2157405934714043
2 65 1.1486702940147975
2 66 1.3522987372224196
2 67 1.3377797473124111
2 68 1.1682044268784268
2 69 1.1692187784370602
2 70 1.3386389799576615
2 71 1.1708263854487466
2 72 1.2855637103484725
2 73 1.239034392312208
2 74 1.3046771997434095
2 75 1.3166372583302641
2 76 1.3693661678029898
2 77 1.1886586155858379
2 78 1.420646028138903
2 79 1.4823310070938256
2 80 1.383373354429913
2 81 1.3716021486841277
2 82 1.2995311261788633
2 83 1.2948262138625306
2 84 1.2431320271800421
2 85 1.4229778311817929
2 86 1.2076663938069814
2 87 1.0904419455367054
