75 0
0 1 1.4019929355462462
0 2 1.637955190736119
0 3 1.5307860478382587
0 4 1.2702276159984984
0 5 1.4104521737784792
0 6 1.575095520879027
0 7 1.2905388657440842
0 8 1.37267762790318
0 9 1.5349952052451659
0 10 1.3665373799047003
0 11 1.4066227635299076
0 12 1.3724894368575222
0 13 1.287206831288674
0 14 1.450150186181021
0 15 1.6083869467886684
0 16 1.1788878021386717
0 17 1.4783275776567208
0 18 1.4062280361718016
0 19 1.4234466245078368
0 20 1.407786574771268
0 21 1.401375970333491
0 22 1.5740756628275925
0 23 1.3004706766261613
0 24 1.409905782548328
0 25 1.1942920678621283
0 26 1.3769756649491967
0 27 1.4041149621167772
0 28 1.2374499873497524
0 29 1.4262070332464836
0 30 1.4473698144224756
0 31 1.3520654649266612
0 32 1.2817597649396093
0 33 1.2177702056705197
0 34 1.094566284893324
0 35 1.370812797754439
0 36 1.4814173745803445
0 37 0.634563655922282
0 38 1.3378579695306956
0 39 1.372738603952172
0 40 1.4619031382042373
0 41 1.4424439554203694
0 42 1.3603232327723598
0 43 1.4175946875785004
0 44 0.5157322623403114
0 45 1.1918029264230878
0 46 1.4011303474835985
0 47 1.226067265722562
0 48 1.1454585198990541
0 49 1.454435182696521
0 50 1.369862710023658
0 51 1.5003836461934783
0 52 1.2712111020522343
0 53 1.4160067831794763
0 54 1.3121240644863084
0 55 1.3226005935234415
0 56 1.3231544361879455
0 57 1.4528178527751947
0 58 1.2993754068391752
0 59 1.1363680808430665
0 60 1.3894804824086167
0 61 1.2921724587081183
0 62 1.3974843955875587
0 63 1.3444869586135215
0 64 1.3065928944488316
0 65 1.409872486285251
0 66 1.5101508490347573
0 67 1.3808302585194143
0 68 1.2446037661947404
0 69 1.2105338687644547
0 70 1.409969840578736
0 71 1.3695804246115544
0 72 1.2279048343258
0 73 1.47295351903276
0 74 1.435719879638002
1 2 1.2385083171888982
1 3 1.145669006186917
1 4 1.3019708772447487
1 5 1.2943427524379827
1 6 1.037943903240912
1 7 1.1907864923617573
1 8 1.2922459130403596
1 9 1.035680281959944
1 10 1.1927383951244148
1 11 1.2346517738660938
1 12 1.2820958549925954
1 13 1.357040316606463
1 14 1.3423639350467762
1 15 1.112699384965846
1 16 1.4106954737014865
1 17 1.3887661664080115
1 18 1.175983687607389
1 19 1.0106631604190646
1 20 1.2939465029154087
1 21 1.2315000660487503
1 22 1.1253931980651704
1 23 1.3178604391389288
1 24 1.3373240485456652
1 25 1.3747011455842884
1 26 1.2089454897987748
1 27 1.2719524614194848
1 28 1.365146632537455
1 29 1.36485688230585
1 30 1.067186397540157
1 31 1.0679598337643623
1 32 1.262359219965596
1 33 1.2560947395785764
1 34 1.2431161615723691
1 35 1.4351865050750376
1 36 1.2451602260603407
1 37 1.423804022668629
1 38 1.318546279404832
1 39 1.1569834778155952
1 40 1.1148803903158349
1 41 1.206496758634931
1 42 1.2491968070574113
1 43 1.2849549309838741
1 44 1.484540671722871
1 45 1.3273347626102217
1 46 1.1883494599276936
1 47 1.41923506804443
1 48 1.3890829048972693
1 49 1.1405249777645543
1 50 1.0865782610324966
1 51 1.2988775182503116
1 52 1.0338467371402815
1 53 1.3124105136988005
1 54 1.1600594367848345
1 55 1.3806948836906667
1 56 1.2753305657595104
1 57 1.3594244004588794
1 58 1.16472505924759
1 59 1.403778176083503
1 60 1.3390752487744193
1 61 1.359382691994049
1 62 0.9984981474037177
1 63 1.2102277141734716
1 64 1.1958480619837242
1 65 1.2323020590767049
1 66 1.2176157101016907
1 67 1.3356655802247874
1 68 1.4360196187832333
1 69 1.1105749951541986
1 70 1.2147432324345682
1 71 1.2971257266630596
1 72 1.3082028468811204
1 73 1.4004717266920117
