50 0
0 1 1.3317446681330931
0 2 1.3316010212127614
0 3 1.3648084031947634
0 4 1.2066679434049805
0 5 1.2976219225022043
0 6 1.2825854978100264
0 7 1.3818937376584697
0 8 1.2133347344998224
0 9 1.2176348597605284
0 10 1.3691720416481594
0 11 1.2627214645568472
0 12 1.2823391546923206
0 13 1.2597508117490956
0 14 1.275122318469603
0 15 1.359030786370036
0 16 1.3089413415855329
0 17 1.432065889728379
0 18 1.212395267626406
0 19 1.2961974656293695
0 20 1.318947942578964
0 21 0.9136306435559659
0 22 1.2786335852911683
0 23 1.3504572268799737
0 24 1.2833350262166712
0 25 1.2977664320976907
0 26 1.3540741046191827
0 27 1.480881158092785
0 28 1.2262699088865607
0 29 1.3848382411339493
0 30 1.1914297543483696
0 31 1.312398435332287
0 32 1.3182518217988453
0 33 1.343294154146318
0 34 1.3159063025460092
0 35 1.2955801219689846
0 36 1.2757784859695922
0 37 1.1799036225044182
0 38 1.269075895719602
0 39 1.3509394657800495
0 40 1.3664591748846346
0 41 1.343637601120183
0 42 1.3117845389141292
0 43 1.3452516993130266
0 44 1.3064339500255966
0 45 0.9936938123906233
0 46 1.0049187480203483
0 47 1.3714551679359206
0 48 1.2760694070059857
0 49 1.2284059803061467
1 2 1.197631488531774
1 3 1.3911025931749388
1 4 1.3551891930981255
1 5 1.2492326985972844
1 6 1.300362153459789
1 7 1.2388190429766734
1 8 1.3698163416681963
1 9 1.3958915225286896
1 10 1.2810658938861568
1 11 1.073211405427447
1 12 1.1706026682507082
1 13 1.1773377043264306
1 14 1.0975845869666545
1 15 1.331107517678372
1 16 1.323048041901628
1 17 1.2211243360132285
1 18 1.4188452881797513
1 19 1.164520895238557
1 20 1.3859139559784046
1 21 1.3816824696807386
1 22 1.377482513386922
1 23 1.2719821576623949
1 24 1.1257010389151687
1 25 1.3047728195862984
1 26 1.334902848181845
1 27 1.3651986135313436
1 28 1.397150673469539
1 29 1.291249440548739
1 30 1.3332952190076326
1 31 1.29261415656333
1 32 1.2245315775351264
1 33 1.3271232191905595
1 34 1.2449853896757201
1 35 1.3102237016909242
1 36 1.3162702966037052
1 37 1.4950558498614765
1 38 1.284346868530083
1 39 1.1791470501529784
1 40 1.25517723918581
1 41 1.2438800295299286
1 42 1.2805228266931834
1 43 1.408981902886272
1 44 1.2402595502988478
1 45 1.2962775974544547
1 46 1.39717110806962
1 47 1.1502532621938226
1 48 1.2880178974121592
1 49 1.3416203375210407
2 3 1.298968151419752
2 4 1.415722037781284
2 5 1.2403784933388724
2 6 1.4261853552671255
2 7 1.2697177882024242
2 8 1.3164493570088267
2 9 1.3817526651346361
2 10 1.2490391778391385
2 11 1.2968057240542235
2 12 0.7211294987748295
2 13 1.0617530374404962
2 14 1.286258969042989
2 15 1.2656464489473338
2 16 1.0686516315192303
2 17 1.1928274635999232
2 18 1.5789034682513998
2 19 0.7380859257153511
2 20 1.246426982334629
2 21 1.3217312055635064
2 22 1.2116381034020955
2 23 1.25967173458895
2 24 1.1519603692591336
2 25 1.237904054033161
2 26 1.2277179163333733
2 27 1.4400099881248152
2 28 1.5727537418850608
